GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Collections,org.apache.commons.collections4.collection,PredicatedCollection.Builder,188,0,18,0,48,0,23,0,14,0
Apache Commons Collections,org.apache.commons.collections4.collection,UnmodifiableCollection,45,0,2,0,13,0,10,0,9,0
Apache Commons Collections,org.apache.commons.collections4.comparators,TransformingComparator,115,0,22,0,22,0,16,0,5,0
Apache Commons Collections,org.apache.commons.collections4.comparators,ReverseComparator,54,0,8,0,15,0,9,0,5,0
Apache Commons Collections,org.apache.commons.collections4.comparators,BooleanComparator,86,0,14,0,18,0,17,0,10,0
Apache Commons Collections,org.apache.commons.collections4.comparators,ComparableComparator,33,0,6,0,8,0,9,0,6,0
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator.UnknownObjectBehavior,34,0,0,0,2,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator,383,0,66,0,63,0,46,0,12,0
Apache Commons Collections,org.apache.commons.collections4.comparators,NullComparator,106,0,24,0,23,0,19,0,7,0
Apache Commons Collections,org.apache.commons.collections4.comparators,ComparatorChain,289,0,42,0,77,0,39,0,18,0
Apache Commons Collections,org.apache.commons.collections4.sequence,KeepCommand,9,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.sequence,DeleteCommand,9,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.sequence,SequencesComparator,563,0,82,0,80,0,47,0,6,0
Apache Commons Collections,org.apache.commons.collections4.sequence,SequencesComparator.Snake,21,0,0,0,8,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.sequence,ReplacementsFinder,65,0,4,0,17,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.sequence,EditCommand,9,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.sequence,InsertCommand,9,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.sequence,EditScript,72,0,2,0,20,0,8,0,7,0
Apache Commons Collections,org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,189,0,34,0,40,0,25,0,8,0
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag,639,0,82,0,166,0,68,0,27,0
Apache Commons Collections,org.apache.commons.collections4.bag,PredicatedBag,55,0,4,0,11,0,11,0,9,0
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedBag,103,0,2,0,21,0,11,0,10,0
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.BagIterator,116,0,14,0,27,0,11,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bag,PredicatedSortedBag,27,0,0,0,7,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractSortedBagDecorator,23,0,0,0,8,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.bag,UnmodifiableSortedBag,73,0,2,0,22,0,15,0,14,0
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedBag.SynchronizedBagSet,8,0,0,0,3,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractBagDecorator,48,0,4,0,11,0,11,0,9,0
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedSortedBag,51,0,0,0,12,0,7,0,7,0
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedSortedBag,67,0,4,0,14,0,9,0,7,0
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedBag,99,0,8,0,18,0,14,0,10,0
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.MutableInteger,24,0,4,0,7,0,5,0,3,0
Apache Commons Collections,org.apache.commons.collections4.bag,TreeBag,91,0,6,0,24,0,13,0,10,0
Apache Commons Collections,org.apache.commons.collections4.bag,CollectionBag,145,0,24,0,44,0,23,0,11,0
Apache Commons Collections,org.apache.commons.collections4.bag,CollectionSortedBag,145,0,24,0,44,0,23,0,11,0
Apache Commons Collections,org.apache.commons.collections4.bag,UnmodifiableBag,75,0,2,0,23,0,15,0,14,0
Apache Commons Collections,org.apache.commons.collections4.bag,HashBag,28,0,0,0,11,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntryMap,177,0,34,0,37,0,27,0,10,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet,81,0,6,0,15,0,6,0,3,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet.KeyIterator,12,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeMap,283,0,50,0,46,0,39,0,14,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet,41,0,2,0,9,0,7,0,6,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieIterator,105,0,10,0,26,0,11,0,6,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieEntry,250,0,26,0,41,0,18,0,5,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntrySet.EntryIterator,48,0,10,0,8,0,8,0,3,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntrySet,178,0,30,0,42,0,21,0,6,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet,64,0,10,0,16,0,11,0,6,0
Apache Commons Collections,org.apache.commons.collections4.trie,KeyAnalyzer,47,0,14,0,10,0,13,0,6,0
Apache Commons Collections,org.apache.commons.collections4.trie,UnmodifiableTrie,148,0,4,0,36,0,29,0,27,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values.ValueIterator,12,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.trie,PatriciaTrie,13,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet.EntryIterator,11,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet.SingletonIterator,57,0,6,0,14,0,7,0,4,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractBitwiseTrie.BasicEntry,96,0,12,0,26,0,15,0,9,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieMapIterator,99,0,12,0,25,0,15,0,9,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Reference,7,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet.EntryIterator,89,0,10,0,22,0,9,0,4,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie,1869,0,296,0,436,0,199,0,51,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeMap,315,0,40,0,64,0,35,0,15,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values,45,0,4,0,13,0,8,0,6,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractBitwiseTrie,130,0,20,0,28,0,20,0,10,0
Apache Commons Collections,org.apache.commons.collections4.list,NodeCachingLinkedList,160,0,12,0,55,0,20,0,14,0
Apache Commons Collections,org.apache.commons.collections4.list,TreeList,264,0,18,0,54,0,25,0,16,0
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListIterator,29,0,0,0,10,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList.PredicatedListIterator,25,0,0,0,9,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.list,AbstractSerializableListDecorator,19,0,0,0,8,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList,147,0,8,0,28,0,20,0,16,0
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList,114,0,0,0,23,0,21,0,21,0
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList.FixedSizeListIterator,17,0,0,0,5,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList,808,0,100,0,198,0,99,0,49,0
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList.SubCursor,70,0,4,0,14,0,8,0,6,0
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedListIterator,211,0,14,0,50,0,19,0,12,0
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList.TransformedListIterator,27,0,0,0,9,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.list,UnmodifiableList,83,0,2,0,21,0,17,0,16,0
Apache Commons Collections,org.apache.commons.collections4.list,AbstractListDecorator,80,0,4,0,18,0,17,0,15,0
Apache Commons Collections,org.apache.commons.collections4.list,GrowthList,96,0,6,0,22,0,10,0,7,0
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList.Cursor,183,0,26,0,53,0,22,0,9,0
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.Node,48,0,0,0,21,0,9,0,9,0
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList,237,0,26,0,84,0,33,0,20,0
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList,314,0,28,0,76,0,34,0,20,0
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedSubList,311,0,16,0,63,0,22,0,14,0
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListListIterator,55,0,2,0,17,0,7,0,6,0
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedSubListIterator,69,0,4,0,14,0,8,0,6,0
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList,114,0,6,0,23,0,18,0,15,0
Apache Commons Collections,org.apache.commons.collections4.list,TreeList.AVLNode,1111,0,150,0,262,0,109,0,33,0
Apache Commons Collections,org.apache.commons.collections4.list,LazyList,84,0,8,0,21,0,8,0,4,0
Apache Commons Collections,org.apache.commons.collections4.list,TreeList.TreeListIterator,250,0,22,0,57,0,22,0,11,0
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate,105,0,20,0,26,0,16,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,MapTransformer,23,0,2,0,8,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionPredicate,14,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory.PrototypeSerializationFactory,61,0,2,0,21,0,3,0,2,0
Apache Commons Collections,org.apache.commons.collections4.functors,InstantiateTransformer,118,0,24,0,27,0,18,0,6,0
Apache Commons Collections,org.apache.commons.collections4.functors,OrPredicate,51,0,8,0,9,0,8,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,NotNullPredicate,15,0,2,0,4,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,FactoryTransformer,25,0,2,0,8,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,NonePredicate,55,0,8,0,14,0,8,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate.Criterion,54,0,0,0,2,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4.functors,ForClosure,45,0,8,0,14,0,9,0,5,0
Apache Commons Collections,org.apache.commons.collections4.functors,StringValueTransformer,12,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,WhileClosure,60,0,8,0,18,0,10,0,6,0
Apache Commons Collections,org.apache.commons.collections4.functors,UniquePredicate,17,0,0,0,5,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.functors,ChainedTransformer,82,0,10,0,20,0,11,0,6,0
Apache Commons Collections,org.apache.commons.collections4.functors,TransformerClosure,24,0,2,0,9,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,NullPredicate,15,0,2,0,4,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,InstanceofPredicate,26,0,2,0,8,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,AbstractQuantifierPredicate,10,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.functors,AnyPredicate,71,0,12,0,18,0,10,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,IdentityPredicate,26,0,4,0,8,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,IfTransformer,80,0,12,0,21,0,13,0,7,0
Apache Commons Collections,org.apache.commons.collections4.functors,CatchAndRethrowClosure,17,0,0,0,8,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.functors,PredicateTransformer,27,0,2,0,8,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionFactory,14,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,SwitchTransformer,172,0,26,0,39,0,21,0,8,0
Apache Commons Collections,org.apache.commons.collections4.functors,EqualPredicate,22,29,4,2,6,10,5,4,2,4
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsExceptionPredicate,38,0,4,0,10,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,ConstantTransformer,74,0,14,0,20,0,15,0,8,0
Apache Commons Collections,org.apache.commons.collections4.functors,InstantiateFactory,131,0,22,0,34,0,16,0,5,0
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsFalsePredicate,35,0,4,0,10,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory,66,0,4,0,13,0,3,0,1,0
Apache Commons Collections,org.apache.commons.collections4.functors,NOPTransformer,2,9,0,0,1,3,1,3,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,CloneTransformer,15,0,2,0,5,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.functors,DefaultEquator,29,0,8,0,5,0,9,0,5,0
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory.PrototypeCloneFactory,53,0,2,0,16,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.functors,ChainedClosure,95,0,12,0,24,0,12,0,6,0
Apache Commons Collections,org.apache.commons.collections4.functors,ConstantFactory,27,0,2,0,9,0,6,0,5,0
Apache Commons Collections,org.apache.commons.collections4.functors,ClosureTransformer,27,0,2,0,9,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,FalsePredicate,11,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsTruePredicate,35,0,4,0,10,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,InvokerTransformer,178,0,28,0,34,0,19,0,5,0
Apache Commons Collections,org.apache.commons.collections4.functors,FunctorUtils,184,0,30,0,41,0,25,0,10,0
Apache Commons Collections,org.apache.commons.collections4.functors,TransformedPredicate,50,0,4,0,13,0,7,0,5,0
Apache Commons Collections,org.apache.commons.collections4.functors,SwitchClosure,167,0,24,0,38,0,20,0,8,0
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionClosure,14,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,IfClosure,70,0,8,0,20,0,12,0,8,0
Apache Commons Collections,org.apache.commons.collections4.functors,OnePredicate,64,0,10,0,17,0,9,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,AndPredicate,51,0,8,0,9,0,8,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,AllPredicate,73,0,12,0,18,0,10,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,TruePredicate,11,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionTransformer,14,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,NotPredicate,35,0,4,0,8,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,TransformerPredicate,37,0,4,0,11,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.functors,NOPClosure,10,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap,280,0,18,0,64,0,34,0,25,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.InverseViewMapIterator,44,0,4,0,12,0,8,0,6,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap,2003,0,255,0,465,0,193,0,65,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.Values,41,0,2,0,9,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.MapEntry,38,0,4,0,9,0,4,0,2,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.KeySetIterator,53,0,2,0,16,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.EntrySet,62,0,10,0,14,0,8,0,3,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.InverseViewMapEntryIterator,26,0,0,0,6,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.ViewMapIterator,44,0,4,0,12,0,8,0,6,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractSortedBidiMapDecorator,36,0,0,0,9,0,8,0,8,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,DualLinkedHashBidiMap,61,0,0,0,17,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.BidiMapIterator,159,0,14,0,37,0,16,0,9,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.View,88,0,18,0,26,0,15,0,6,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractOrderedBidiMapDecorator,34,0,0,0,9,0,8,0,8,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.ValueView,37,0,4,0,7,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.KeyView,37,0,4,0,7,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.ViewIterator,188,0,20,0,39,0,16,0,6,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,UnmodifiableBidiMap,79,0,4,0,23,0,14,0,12,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.Inverse,233,0,18,0,46,0,33,0,24,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.Node,271,0,23,0,51,0,33,0,21,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.EntryView,74,0,12,0,19,0,10,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,DualTreeBidiMap,243,0,12,0,60,0,26,0,20,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,DualTreeBidiMap.ViewMap,73,0,2,0,13,0,10,0,9,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,DualHashBidiMap,61,0,0,0,17,0,6,0,6,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.View,17,0,0,0,7,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.KeySet,41,0,2,0,9,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.DataElement,37,0,0,0,6,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,DualTreeBidiMap.BidiOrderedMapIterator,161,0,12,0,35,0,17,0,11,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,UnmodifiableOrderedBidiMap,82,0,4,0,24,0,15,0,13,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.ViewMapEntryIterator,14,0,0,0,5,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.ValuesIterator,47,0,2,0,15,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractBidiMapDecorator,30,0,0,0,8,0,7,0,7,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.InverseEntryView,74,0,12,0,19,0,10,0,4,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,UnmodifiableSortedBidiMap,104,0,4,0,29,0,17,0,15,0
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.EntrySetIterator,56,0,2,0,16,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.EntrySetIterator,10,0,0,0,4,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableEntrySet,135,0,12,0,28,0,17,0,11,0
Apache Commons Collections,org.apache.commons.collections4.map,LazyMap,81,0,6,0,24,0,10,0,7,0
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.Node,75,0,20,0,15,0,15,0,5,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.Values,23,0,0,0,8,0,5,0,5,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceBaseIterator,173,0,24,0,49,0,19,0,7,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceValues,34,0,2,0,8,0,4,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.EntrySet,59,0,6,0,18,0,8,0,5,0
Apache Commons Collections,org.apache.commons.collections4.map,TransformedSortedMap,94,0,2,0,19,0,11,0,10,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceStrength,57,0,4,0,10,0,6,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,FixedSizeMap,92,9,6,0,25,3,14,2,11,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractOrderedMapDecorator,33,0,0,0,10,0,8,0,8,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.KeySetView.new AbstractUntypedIteratorDecorator() {...},13,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,PredicatedSortedMap,72,0,0,0,13,0,9,0,9,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.SoftRef,11,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ValuesView.new AbstractUntypedIteratorDecorator() {...},13,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,PredicatedMap,128,0,16,0,32,0,17,0,9,0
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.KeyIterator,12,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.KeySetIterator,8,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.FlatMapEntry,223,0,42,0,51,0,32,0,8,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.Values,41,0,4,0,12,0,7,0,5,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.WeakRef,11,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySetIterator,8,0,0,0,3,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.KeySetView,28,0,0,0,8,0,5,0,5,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap,394,0,48,0,110,0,53,0,29,0
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableMap,70,16,3,1,22,5,11,3,9,3
Apache Commons Collections,org.apache.commons.collections4.map,CompositeMap,473,0,50,0,91,0,47,0,22,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.ValuesIterator,12,0,0,0,4,0,3,0,3,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap,1107,0,136,0,284,0,120,0,52,0
Apache Commons Collections,org.apache.commons.collections4.map,TransformedMap,145,0,12,0,38,0,18,0,12,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.LinkEntry,7,0,0,0,2,0,1,0,1,0
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.ValueIterator,12,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.1.1.new Map.Entry() {...},20,0,0,0,4,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,PassiveExpiringMap.ConstantTimeToLiveExpirationPolicy,39,0,4,0,13,0,6,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator,25,0,2,0,8,0,5,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.LinkIterator,173,0,18,0,37,0,18,0,9,0
Apache Commons Collections,org.apache.commons.collections4.map,LazySortedMap,75,0,0,0,16,0,11,0,11,0
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.BaseIterator,110,0,12,0,24,0,10,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,LinkedMap.LinkedMapList,88,0,0,0,20,0,18,0,18,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.1.new Transformer() {...},15,0,0,0,2,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.FlatMapIterator,214,0,26,0,49,0,25,0,9,0
