package,start_time,end_time,input_tokens,output_tokens,model,raw
secretai,1780770040.846852,1780770042.030182,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ragclip,1780770042.0303638,1780770043.198802,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-delfi,1780770043.198972,1780770044.325119,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
packager,1780770044.325293,1780770045.485724,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770045.485945,1780770047.009842,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
steamcom,1780770047.0100129,1780770048.1134248,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
rjq-api-koa,1780770048.1135979,1780770049.433155,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
core,1780770049.4333272,1780770050.614037,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-noaaa,1780770050.6142058,1780770051.760811,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
branch-body-web3-feel,1780770051.760981,1780770053.065747,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
vec2d,1780770053.0659158,1780770054.566753,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
axios,1780770054.5669289,1780770055.896783,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
types,1780770055.896985,1780770057.228802,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
express-async-context,1780770057.228999,1780770058.661176,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
lk-collection,1780770058.6613472,1780770059.993145,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react,1780770059.9933262,1780770061.7328808,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
brotli-compress-wasm,1780770061.733056,1780770062.963398,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
geniusdevs-types,1780770062.9635909,1780770064.39647,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ivideo-react,1780770064.396647,1780770075.557919,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-redux,1780770075.5580878,1780770076.6848,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
safe-typed-storage,1780770076.684981,1780770077.909941,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
string.prototype.at,1780770077.910114,1780770079.138035,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
due-engineer-being4,1780770079.1382148,1780770080.221523,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
protoc-gen-ts,1780770080.221693,1780770081.2955809,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
EleuterAI/gpt-j-6B,1780770081.295764,1780770083.6463208,832,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
js-data-structures,1780770083.6464949,1780770084.796696,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
object.values,1780770084.797948,1780770086.2072241,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-nando,1780770086.2074041,1780770087.2540102,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
array.prototype.tosorted,1780770087.254177,1780770088.460302,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
scipy-doctest,1780770088.460478,1780770090.097955,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
project-x-ui,1780770090.0981178,1780770091.2242281,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
github.com/go-zoox/errors,1780770091.224448,1780770092.350691,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
bleujs,1780770092.350865,1780770095.012077,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770095.012251,1780770096.343518,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
icons,1780770096.34368,1780770100.244822,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770100.244998,1780770101.464313,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
lara-mg,1780770101.464488,1780770102.591139,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tooltip,1780770102.5913138,1780770103.859294,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
shopify-cli,1780770103.859469,1780770105.014888,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
carmen,1780770105.0150762,1780770106.176161,817,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
samaneha-ui,1780770106.176349,1780770107.403699,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
nathan_utils,1780770107.403871,1780770108.596406,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
fameex-test,1780770108.59658,1780770109.878897,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-base,1780770109.879071,1780770111.353707,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
vemp-lib,1780770111.353882,1780770112.727387,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
etherdata-react-ui,1780770112.727561,1780770114.0591822,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770114.05939,1780770115.185837,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
arr-union,1780770115.202755,1780770116.312716,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
deep-equal,1780770116.3128982,1780770121.125418,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
react-devtools-inline,1780770121.125601,1780770122.764116,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config,1780770122.764277,1780770124.196043,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-acw-base,1780770124.196219,1780770125.528939,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
sagemath-categories,1780770125.529116,1780770126.859879,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
core,1780770126.860054,1780770128.189661,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
safe-logger,1780770128.189821,1780770129.5215418,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
popover,1780770129.5217128,1780770131.347766,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
json-schema-ref-parser,1780770131.347938,1780770132.490808,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
bitfinex-dev,1780770132.4909818,1780770133.7197142,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
banner,1780770133.719902,1780770134.9191191,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-styles,1780770134.919289,1780770136.276298,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
npm-pack,1780770136.276463,1780770137.508393,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
morgan,1780770137.5085618,1780770139.0607202,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
card,1780770139.060899,1780770140.423535,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-chai,1780770140.423708,1780770142.014652,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
prop-types-plus,1780770142.014824,1780770143.341534,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-vue,1780770143.34171,1780770144.572502,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770144.57268,1780770145.8007941,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cli,1780770145.800969,1780770147.6455119,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
print-cli,1780770147.645696,1780770148.977203,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
fameex-dev,1780770148.977376,1780770150.206194,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
pleasejs,1780770150.206369,1780770151.422606,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
dropdown-menu,1780770151.4227772,1780770152.766269,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
routers,1780770152.7664452,1780770154.711352,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
preview,1780770154.711529,1780770156.041412,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-tabs,1780770156.0415921,1780770157.169322,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-vue,1780770157.1695051,1780770158.500736,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
jsonrpc-serializer,1780770158.500918,1780770160.4458182,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
bithumb-main,1780770160.446002,1780770161.573958,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
relayer-utils,1780770161.57424,1780770165.157939,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
stablediffusionapi/thinkdiffusionxl,1780770165.158123,1780770166.363864,834,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-script-tags,1780770166.364074,1780770167.613869,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-native-remote-svg,1780770167.6140401,1780770169.0093381,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-bamboo,1780770169.009512,1780770170.2762969,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-vue,1780770170.27646,1780770171.608313,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
date,1780770171.608472,1780770172.8375108,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
deepcoin,1780770172.837688,1780770174.0653021,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
debounce,1780770174.06547,1780770175.2392251,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
abab,1780770175.239378,1780770176.829367,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
sanitize,1780770176.829545,1780770178.160477,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tag,1780770178.160646,1780770179.5965052,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-msk,1780770179.596693,1780770180.809087,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
maina-cli,1780770180.809261,1780770181.9511979,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
audiobuffer,1780770181.951381,1780770183.4853618,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
binding-win32-x64-msvc,1780770183.485536,1780770184.71442,830,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
typed-array-buffer,1780770184.7145998,1780770185.836329,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
microsoft.framework.caching.distributed,1780770185.851976,1780770187.2752728,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
code,1780770187.275439,1780770188.912292,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
core,1780770188.9124632,1780770190.14198,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ai-agent-client,1780770190.142147,1780770191.472571,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
scipy-openblas64,1780770191.472733,1780770192.601095,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
util,1780770192.601266,1780770193.82794,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
plugin-config,1780770193.828112,1780770194.9544268,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
types,1780770194.954601,1780770196.285324,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
i18n,1780770196.285505,1780770197.567225,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ChrisWilson010101/5GseTsnUzgPzwyTi7N9SXLtMVj2wvfZZVDvxGvMh4reBP8sN_vgg,1780770197.5673978,1780770198.641192,874,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
opentelemetry-instrumentation-bull,1780770198.6413598,1780770199.848026,829,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-tjw-base,1780770199.848216,1780770200.998035,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
obojobo-chunks-question,1780770200.998214,1780770202.5312011,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config,1780770202.531378,1780770203.761478,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
enqueue,1780770203.761646,1780770205.090972,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
typed-array-byte-length,1780770205.091147,1780770207.2443311,827,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-utilities,1780770207.244556,1780770208.369226,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
island-mine-web3-beneath,1780770208.36941,1780770209.597187,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-progress,1780770209.597355,1780770211.3385758,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-tidal,1780770211.3387961,1780770212.464443,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
json-web-token,1780770212.464603,1780770213.691019,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
mypluralize,1780770213.691173,1780770215.537599,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
tencentcloud-sdk-nodejs-tic,1780770215.537759,1780770216.765195,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
string.prototype.includes,1780770216.765366,1780770218.09761,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
util.promisify,1780770218.097769,1780770219.325419,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
getui-sdk,1780770219.3255858,1780770223.160129,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
base,1780770223.160285,1780770224.34346,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-yaml,1780770224.343621,1780770225.777246,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ouroboros-hf-text-generation,1780770225.7774038,1780770227.0047412,827,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
checkbox,1780770227.0049,1780770228.234955,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
modal,1780770228.235113,1780770229.3771179,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-table,1780770229.377275,1780770230.58687,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
skeleton,1780770230.587026,1780770231.919952,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
fdf,1780770231.920097,1780770233.046358,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
deep-equal,1780770233.046515,1780770235.7088,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config-base,1780770235.708962,1780770236.8314939,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
github.com/kotyi/kernal,1780770236.83179,1780770237.958892,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
vertql,1780770237.959056,1780770239.499032,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
eslint-config-sc-react,1780770239.4991958,1780770240.7262971,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
chi-matches,1780770240.726466,1780770242.031646,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
jupybeans,1780770242.031818,1780770243.286625,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint,1780770243.2867908,1780770244.515436,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
harmony-reflect,1780770244.5156128,1780770245.743812,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cspell-dict-golang,1780770245.743973,1780770247.280393,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
rand-omata,1780770247.2805738,1780770249.02088,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
is-string,1780770249.021059,1780770250.2503822,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
ydb-core-protobuf,1780770250.250559,1780770251.5544262,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ChrisWilson010101/5DtHymom4Md2EiPwwN8GJ7ztRHfNQutrHkeyw9WfftgpFnLR_vgg,1780770251.554602,1780770252.707813,871,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
core,1780770252.7079968,1780770253.9334831,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
use-rest-api,1780770253.933674,1780770254.983762,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
esbuild-plugins-node-modules-polyfill,1780770254.983944,1780770256.188888,829,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
api,1780770256.189068,1780770257.4970932,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-native-country-code-list,1780770257.49729,1780770259.060083,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
solve,1780770259.060249,1780770260.181107,817,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
path.join,1780770260.181264,1780770261.4654772,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
rollup-plugin-serve-bq,1780770261.4656472,1780770262.775794,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
typed-array-length,1780770262.775966,1780770264.0703092,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ChrisWilson010101/5FPFcTEy9qQeZViNMAB15NzPMWFYkhDMHxv4dJYKqo73ZNRV_vgg,1780770264.070466,1780770265.303686,873,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
hive-exec,1780770265.3038468,1780770266.531028,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cli,1780770266.5312269,1780770267.670385,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
spinjs,1780770267.6705458,1780770269.1934311,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
decoder-validate,1780770269.193592,1780770271.035707,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
runwork-help,1780770271.0358841,1780770272.0690901,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
react-native-test-my-app1,1780770272.069262,1780770273.596839,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cli,1780770273.59701,1780770274.8254678,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
kedo-ddtrace,1780770274.8256419,1780770275.952209,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
pyhustler,1780770275.95239,1780770277.387181,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
harder-rear-settle6,1780770277.387348,1780770278.4870489,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
check-path,1780770278.487222,1780770279.639636,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
actml,1780770279.639811,1780770280.764704,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
runtime-core,1780770280.7648761,1780770281.888001,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
api,1780770281.8881788,1780770289.570552,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
demo-model,1780770289.570716,1780770290.800271,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
date,1780770290.800541,1780770292.0287979,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils,1780770292.028966,1780770293.257832,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
cli,1780770293.258006,1780770294.486033,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
markdown-it-katex,1780770294.486209,1780770295.7120562,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
elasticsearch,1780770295.712229,1780770296.944021,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
utils-core,1780770296.944222,1780770298.17291,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
array.prototype.foreach,1780770298.1730921,1780770299.40127,825,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
htmlbuilder,1780770299.4014442,1780770300.629861,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
elasticsearch,1780770300.6300328,1780770301.857517,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
prefixed-api-key,1780770301.8576798,1780770303.08846,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
is-string,1780770303.088633,1780770304.215585,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
sentry-node,1780770304.215762,1780770305.3403058,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
brotli-fsize,1780770305.34047,1780770306.877494,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
onnx2kerastl,1780770306.8777,1780770308.002788,824,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
auth,1780770308.002955,1780770309.538822,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-config,1780770309.5389938,1780770310.66611,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
autocomplete-shared,1780770310.6662872,1780770311.792266,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
string.prototype.trimstart,1780770311.792446,1780770313.634732,826,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
eslint-plugin-bud,1780770313.634903,1780770314.761284,823,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
furious-commander,1780770314.761464,1780770315.887468,820,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
jest,1780770315.8876312,1780770317.135568,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": true
}
```"
dacc,1780770317.1358001,1780770318.277893,818,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
ya-retry,1780770318.278066,1780770319.354937,819,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
nodejs-base64-encode,1780770319.355105,1780770320.599757,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
license-checker,1780770320.599926,1780770321.824766,821,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
aidoku-logcat,1780770321.8249369,1780770323.035871,822,22,claude-sonnet-4-6,"```json
{
  ""is_typosquat"": false
}
```"
