issue_id,start_time,end_time,input_tokens,output_tokens,model
303724074,1780632477.059602,1780632478.352231,1455,25,claude-sonnet-4-6
303851098,1780632478.354174,1780632479.6524951,1292,25,claude-sonnet-4-6
303999619,1780632479.654443,1780632483.47917,1580,25,claude-sonnet-4-6
304422453,1780632483.4813151,1780632484.69451,1690,25,claude-sonnet-4-6
305030419,1780632484.696587,1780632485.9094121,1297,25,claude-sonnet-4-6
312321697,1780632485.9153411,1780632487.708234,4059,25,claude-sonnet-4-6
312953330,1780632487.717716,1780632489.1411939,5367,25,claude-sonnet-4-6
313696087,1780632489.142669,1780632491.291494,1365,25,claude-sonnet-4-6
315863357,1780632491.299673,1780632492.827011,5087,25,claude-sonnet-4-6
323775442,1780632492.830063,1780632494.055883,2575,25,claude-sonnet-4-6
324276129,1780632494.057506,1780632495.387775,2071,25,claude-sonnet-4-6
327361942,1780632495.389536,1780632496.948777,1295,25,claude-sonnet-4-6
329086591,1780632496.9505332,1780632499.158571,2085,25,claude-sonnet-4-6
332965663,1780632499.1600351,1780632500.400299,1813,25,claude-sonnet-4-6
337285194,1780632500.4024131,1780632501.684897,1524,25,claude-sonnet-4-6
337557052,1780632501.686412,1780632503.134169,980,25,claude-sonnet-4-6
338480646,1780632503.142999,1780632504.641182,5491,25,claude-sonnet-4-6
339255201,1780632504.645718,1780632506.447941,4825,25,claude-sonnet-4-6
339456108,1780632506.449965,1780632508.494344,1987,25,claude-sonnet-4-6
339498894,1780632508.495767,1780632510.030014,2836,25,claude-sonnet-4-6
339558213,1780632510.0317261,1780632511.46359,1619,25,claude-sonnet-4-6
352175657,1780632511.465269,1780632513.102747,1535,25,claude-sonnet-4-6
352264316,1780632513.106134,1780632514.671593,2565,25,claude-sonnet-4-6
352750519,1780632514.6731389,1780632516.0354471,1226,25,claude-sonnet-4-6
355578053,1780632516.037044,1780632517.404935,2314,25,claude-sonnet-4-6
356609376,1780632517.406749,1780632519.1491919,1255,25,claude-sonnet-4-6
364146679,1780632519.1525471,1780632520.785703,3769,25,claude-sonnet-4-6
367873152,1780632520.787461,1780632522.019705,1109,25,claude-sonnet-4-6
369840190,1780632522.0216691,1780632523.488703,3308,25,claude-sonnet-4-6
378091553,1780632523.496099,1780632525.320853,4286,25,claude-sonnet-4-6
378837238,1780632525.324329,1780632526.6347048,1047,25,claude-sonnet-4-6
383803201,1780632526.636522,1780632527.900762,1413,25,claude-sonnet-4-6
395069039,1780632527.9022489,1780632529.2845929,2272,25,claude-sonnet-4-6
395397820,1780632529.2867231,1780632530.615171,1723,25,claude-sonnet-4-6
406907882,1780632530.616816,1780632531.983839,1276,25,claude-sonnet-4-6
413810536,1780632531.985504,1780632534.40312,1870,25,claude-sonnet-4-6
426539004,1780632534.406441,1780632535.624631,1021,25,claude-sonnet-4-6
428415685,1780632535.626209,1780632536.9505122,1053,25,claude-sonnet-4-6
428860002,1780632536.9538949,1780632538.626385,2259,25,claude-sonnet-4-6
429038270,1780632538.630524,1780632540.536046,2893,25,claude-sonnet-4-6
429558383,1780632540.539389,1780632542.901504,1114,25,claude-sonnet-4-6
430055555,1780632542.913741,1780632544.5394292,5952,25,claude-sonnet-4-6
432631890,1780632544.541355,1780632545.735391,2513,25,claude-sonnet-4-6
435381203,1780632545.739316,1780632547.027901,2792,25,claude-sonnet-4-6
435537996,1780632547.0342941,1780632548.533391,3082,25,claude-sonnet-4-6
435809470,1780632548.537813,1780632550.068127,3314,25,claude-sonnet-4-6
436303024,1780632550.069918,1780632551.351278,1106,25,claude-sonnet-4-6
453085440,1780632551.352847,1780632552.632407,1753,25,claude-sonnet-4-6
470914914,1780632552.6344519,1780632555.2763479,1945,25,claude-sonnet-4-6
483355054,1780632555.27809,1780632557.0311491,1622,25,claude-sonnet-4-6
484495607,1780632557.0338671,1780632559.225505,2298,25,claude-sonnet-4-6
484607720,1780632559.2270222,1780632560.513111,1328,25,claude-sonnet-4-6
484737447,1780632560.5146592,1780632562.1953049,1174,25,claude-sonnet-4-6
494492439,1780632562.1994119,1780632564.095191,8028,25,claude-sonnet-4-6
503273161,1780632564.096887,1780632565.428421,1824,25,claude-sonnet-4-6
506373137,1780632565.4301481,1780632566.904184,1435,25,claude-sonnet-4-6
510675125,1780632566.907052,1780632568.620924,2848,25,claude-sonnet-4-6
513570691,1780632568.624556,1780632569.8933492,2850,25,claude-sonnet-4-6
517388807,1780632569.897086,1780632572.390881,2821,25,claude-sonnet-4-6
517496715,1780632572.392469,1780632573.626199,1612,25,claude-sonnet-4-6
517636820,1780632573.628588,1780632574.8598049,1829,25,claude-sonnet-4-6
518811026,1780632574.866327,1780632576.3436449,4092,25,claude-sonnet-4-6
528942466,1780632576.349827,1780632578.024118,4868,25,claude-sonnet-4-6
530232265,1780632578.026782,1780632579.32188,1994,25,claude-sonnet-4-6
534536830,1780632579.323978,1780632580.770415,1351,25,claude-sonnet-4-6
534583789,1780632580.7721002,1780632582.119241,1528,25,claude-sonnet-4-6
540444697,1780632582.1231942,1780632583.5525491,2057,25,claude-sonnet-4-6
543041563,1780632583.5551481,1780632584.7731369,2519,25,claude-sonnet-4-6
549848681,1780632584.776499,1780632587.2412758,3228,25,claude-sonnet-4-6
556060860,1780632587.2431428,1780632588.6739042,2063,25,claude-sonnet-4-6
556620312,1780632588.6756768,1780632590.2124748,3199,25,claude-sonnet-4-6
562545072,1780632590.2352939,1780632591.588532,1395,25,claude-sonnet-4-6
563353855,1780632591.59024,1780632592.882237,1220,25,claude-sonnet-4-6
565358712,1780632592.883775,1780632594.229843,1078,25,claude-sonnet-4-6
567185616,1780632594.232437,1780632595.762187,2281,25,claude-sonnet-4-6
568504032,1780632595.765654,1780632597.1723049,2588,25,claude-sonnet-4-6
573609761,1780632597.174623,1780632598.709904,2418,25,claude-sonnet-4-6
574196668,1780632598.711606,1780632600.04002,1274,25,claude-sonnet-4-6
592108544,1780632600.0422,1780632601.677553,1655,25,claude-sonnet-4-6
593786227,1780632601.679113,1780632603.00562,1810,25,claude-sonnet-4-6
594743650,1780632603.0078,1780632604.529002,2735,25,claude-sonnet-4-6
595484179,1780632604.5431302,1780632605.876323,1465,25,claude-sonnet-4-6
598170002,1780632605.878651,1780632607.208071,1799,25,claude-sonnet-4-6
619483018,1780632607.209501,1780632608.414548,1104,25,claude-sonnet-4-6
619762251,1780632608.416588,1780632609.870985,1583,25,claude-sonnet-4-6
625850461,1780632609.876244,1780632611.3333209,1705,25,claude-sonnet-4-6
625973988,1780632611.3407922,1780632612.940755,4726,25,claude-sonnet-4-6
626160130,1780632612.944503,1780632614.1967602,2836,25,claude-sonnet-4-6
626502695,1780632614.198566,1780632615.604832,1606,25,claude-sonnet-4-6
627087857,1780632615.606187,1780632617.243444,1867,25,claude-sonnet-4-6
628465400,1780632617.2449121,1780632618.432655,1151,25,claude-sonnet-4-6
630474484,1780632618.434595,1780632619.803636,1173,25,claude-sonnet-4-6
631073809,1780632619.807609,1780632621.1341922,2450,25,claude-sonnet-4-6
631364219,1780632621.1375308,1780632622.989953,2493,25,claude-sonnet-4-6
637387491,1780632622.991643,1780632624.243057,1519,25,claude-sonnet-4-6
637469461,1780632624.2448928,1780632626.152375,3386,25,claude-sonnet-4-6
637472836,1780632626.1544771,1780632627.901488,3584,25,claude-sonnet-4-6
638202113,1780632627.9030242,1780632633.098767,1201,25,claude-sonnet-4-6
638768339,1780632633.1001759,1780632634.3697941,1560,25,claude-sonnet-4-6
638866639,1780632634.3714292,1780632635.673203,1061,25,claude-sonnet-4-6
642902435,1780632635.674911,1780632637.132545,1691,25,claude-sonnet-4-6
642933508,1780632637.1339571,1780632638.6442418,1155,25,claude-sonnet-4-6
643360992,1780632638.646166,1780632640.5080802,2248,25,claude-sonnet-4-6
651934683,1780632640.50992,1780632642.022791,1209,25,claude-sonnet-4-6
652809371,1780632642.024447,1780632643.355816,1184,25,claude-sonnet-4-6
670181111,1780632643.3573499,1780632646.11731,1494,25,claude-sonnet-4-6
670237997,1780632646.126993,1780632648.066373,6509,25,claude-sonnet-4-6
670244317,1780632648.067799,1780632649.704181,1306,25,claude-sonnet-4-6
670691047,1780632649.705684,1780632651.049093,982,25,claude-sonnet-4-6
702773820,1780632651.050747,1780632652.468642,1504,25,claude-sonnet-4-6
708153303,1780632652.470113,1780632653.75529,1046,25,claude-sonnet-4-6
717290138,1780632653.757184,1780632656.081941,7242,25,claude-sonnet-4-6
719712881,1780632656.0839539,1780632657.649761,1359,25,claude-sonnet-4-6
721150006,1780632657.651826,1780632659.021631,1705,25,claude-sonnet-4-6
723058396,1780632659.024149,1780632660.45589,1535,25,claude-sonnet-4-6
724770883,1780632660.458142,1780632661.9936159,1255,25,claude-sonnet-4-6
727127817,1780632661.9955862,1780632664.304796,1720,25,claude-sonnet-4-6
732267627,1780632664.30782,1780632665.88411,2149,25,claude-sonnet-4-6
739501498,1780632665.8857868,1780632667.214891,1328,25,claude-sonnet-4-6
740669717,1780632667.216697,1780632668.466561,1941,25,claude-sonnet-4-6
741692283,1780632668.4679098,1780632669.9832,1353,25,claude-sonnet-4-6
770039478,1780632669.984643,1780632671.302783,1554,25,claude-sonnet-4-6
774658458,1780632671.304312,1780632672.577525,1388,25,claude-sonnet-4-6
774727384,1780632672.5952058,1780632674.1760361,6102,25,claude-sonnet-4-6
777338361,1780632674.1777248,1780632675.713669,1227,25,claude-sonnet-4-6
785540082,1780632675.71535,1780632677.149031,1352,25,claude-sonnet-4-6
785550073,1780632677.15069,1780632684.0097961,1762,25,claude-sonnet-4-6
785606324,1780632684.012985,1780632685.329022,2842,25,claude-sonnet-4-6
786108116,1780632685.3378,1780632687.284784,5462,25,claude-sonnet-4-6
795993177,1780632687.2868109,1780632688.875757,1510,25,claude-sonnet-4-6
805964034,1780632688.877297,1780632690.363308,1411,25,claude-sonnet-4-6
806402033,1780632690.365168,1780632691.688998,1814,25,claude-sonnet-4-6
806517131,1780632691.691682,1780632693.134799,1804,25,claude-sonnet-4-6
807725060,1780632693.141293,1780632694.703763,3801,25,claude-sonnet-4-6
822814509,1780632694.705256,1780632696.0403368,1393,25,claude-sonnet-4-6
830090253,1780632696.043794,1780632697.421557,2170,25,claude-sonnet-4-6
831174119,1780632697.4242089,1780632698.754209,2032,25,claude-sonnet-4-6
843213515,1780632698.759941,1780632700.4622452,3101,25,claude-sonnet-4-6
868837666,1780632700.464182,1780632701.7199419,1480,25,claude-sonnet-4-6
870218880,1780632701.721466,1780632703.156233,1553,25,claude-sonnet-4-6
878659180,1780632703.157825,1780632704.455455,1862,25,claude-sonnet-4-6
889808682,1780632704.464561,1780632706.1269052,5236,25,claude-sonnet-4-6
891827256,1780632706.1283321,1780632707.351454,1119,25,claude-sonnet-4-6
891972914,1780632707.353127,1780632708.6230578,1208,25,claude-sonnet-4-6
892749088,1780632708.6270158,1780632710.733259,2270,25,claude-sonnet-4-6
894598837,1780632710.736332,1780632712.26082,4593,25,claude-sonnet-4-6
901470437,1780632712.262617,1780632713.701532,1788,25,claude-sonnet-4-6
902432450,1780632713.7032242,1780632715.239157,1442,25,claude-sonnet-4-6
903180718,1780632715.2406049,1780632716.4438221,1215,25,claude-sonnet-4-6
904754673,1780632716.446142,1780632717.892166,1601,25,claude-sonnet-4-6
906427489,1780632717.89396,1780632719.272197,1249,25,claude-sonnet-4-6
907232677,1780632719.275327,1780632720.87235,1964,25,claude-sonnet-4-6
907469276,1780632720.8740091,1780632722.265891,2465,25,claude-sonnet-4-6
907703137,1780632722.286529,1780632723.6164422,1313,25,claude-sonnet-4-6
908088395,1780632723.618446,1780632725.37361,2295,25,claude-sonnet-4-6
909049845,1780632725.37561,1780632727.0180879,1441,25,claude-sonnet-4-6
914128991,1780632727.022827,1780632728.5398111,3749,25,claude-sonnet-4-6
934090244,1780632728.541311,1780632730.087337,1236,25,claude-sonnet-4-6
936567326,1780632730.09023,1780632731.828096,3627,25,claude-sonnet-4-6
938682436,1780632731.829692,1780632733.199662,1503,25,claude-sonnet-4-6
941489296,1780632733.2030451,1780632734.662248,1955,25,claude-sonnet-4-6
942977802,1780632734.665855,1780632736.7429068,7085,25,claude-sonnet-4-6
943628968,1780632736.7445152,1780632738.0737002,1500,25,claude-sonnet-4-6
945369934,1780632738.0751638,1780632739.2774541,1233,25,claude-sonnet-4-6
946432482,1780632739.278933,1780632740.9414122,1064,25,claude-sonnet-4-6
951429255,1780632740.947535,1780632742.1866229,2723,25,claude-sonnet-4-6
952956841,1780632742.187977,1780632743.4566772,1808,25,claude-sonnet-4-6
965558043,1780632743.4598851,1780632745.0962932,2464,25,claude-sonnet-4-6
970346459,1780632745.097873,1780632746.526001,1592,25,claude-sonnet-4-6
970498069,1780632746.531483,1780632747.9942122,4749,25,claude-sonnet-4-6
976125179,1780632747.9964108,1780632749.472337,2093,25,claude-sonnet-4-6
978528716,1780632749.475073,1780632750.7713642,1755,25,claude-sonnet-4-6
980024149,1780632750.773561,1780632752.107054,1911,25,claude-sonnet-4-6
980057113,1780632752.114005,1780632754.178305,5174,25,claude-sonnet-4-6
996488240,1780632754.1800709,1780632755.522242,1785,25,claude-sonnet-4-6
997299420,1780632755.5242429,1780632756.929433,1030,25,claude-sonnet-4-6
1011467346,1780632756.932798,1780632758.452149,7514,25,claude-sonnet-4-6
1014671924,1780632758.453525,1780632760.592479,1085,25,claude-sonnet-4-6
1023471270,1780632760.594673,1780632762.035937,1103,25,claude-sonnet-4-6
1024092388,1780632762.037434,1780632763.669881,983,20,claude-sonnet-4-6
1026512862,1780632763.6726809,1780632765.209016,3422,25,claude-sonnet-4-6
1044777742,1780632765.211322,1780632766.539896,2249,25,claude-sonnet-4-6
1047632192,1780632766.5413089,1780632767.804551,1080,25,claude-sonnet-4-6
1060667929,1780632767.80921,1780632769.3066251,4995,25,claude-sonnet-4-6
1060818896,1780632769.3083332,1780632770.8422751,1303,25,claude-sonnet-4-6
1069658114,1780632770.8440042,1780632772.3430521,3918,25,claude-sonnet-4-6
1071142982,1780632772.345479,1780632773.9125261,3002,25,claude-sonnet-4-6
1071282826,1780632773.9148989,1780632775.349747,1570,25,claude-sonnet-4-6
1071369789,1780632775.351151,1780632776.6776829,1017,25,claude-sonnet-4-6
1072125460,1780632776.680518,1780632778.480153,1796,25,claude-sonnet-4-6
1072260206,1780632778.483434,1780632779.722493,1282,25,claude-sonnet-4-6
1072818585,1780632779.7268322,1780632781.286046,3929,25,claude-sonnet-4-6
1074820966,1780632781.290166,1780632783.308337,3151,25,claude-sonnet-4-6
1075336417,1780632783.3109398,1780632784.582444,2645,25,claude-sonnet-4-6
1077844466,1780632784.58393,1780632785.895345,1425,25,claude-sonnet-4-6
1081544311,1780632785.897057,1780632787.6362538,1467,25,claude-sonnet-4-6
1087972186,1780632787.639848,1780632789.8869178,3184,25,claude-sonnet-4-6
1100051808,1780632789.8907661,1780632791.526824,3197,25,claude-sonnet-4-6
1100433367,1780632791.5281339,1780632792.858722,1039,25,claude-sonnet-4-6
1100552741,1780632792.86018,1780632794.450967,1297,25,claude-sonnet-4-6
1102067921,1780632794.4524958,1780632795.721698,1918,25,claude-sonnet-4-6
1102918184,1780632795.7233548,1780632797.3436139,1058,25,claude-sonnet-4-6
1104158786,1780632797.345076,1780632798.663899,1163,25,claude-sonnet-4-6
1104666990,1780632798.675096,1780632800.641664,5121,25,claude-sonnet-4-6
1107247166,1780632800.6437042,1780632802.277052,1280,25,claude-sonnet-4-6
1109341078,1780632802.27861,1780632803.7734761,1130,25,claude-sonnet-4-6
1124928026,1780632803.7754638,1780632805.453114,2144,25,claude-sonnet-4-6
1131112111,1780632805.454572,1780632806.886372,1305,25,claude-sonnet-4-6
1131156931,1780632806.887917,1780632808.1709912,1412,25,claude-sonnet-4-6
1132576171,1780632808.173285,1780632809.420311,1451,25,claude-sonnet-4-6
1132862079,1780632809.4223301,1780632810.675283,1538,25,claude-sonnet-4-6
1136028189,1780632810.678541,1780632812.2155252,4558,25,claude-sonnet-4-6
1160862933,1780632812.216838,1780632813.443052,1023,25,claude-sonnet-4-6
1161973878,1780632813.4454029,1780632814.7706501,2071,25,claude-sonnet-4-6
1163541364,1780632814.772224,1780632816.079795,1188,25,claude-sonnet-4-6
1165209319,1780632816.081559,1780632817.435455,1002,25,claude-sonnet-4-6
1166956712,1780632817.436765,1780632818.9690702,1064,25,claude-sonnet-4-6
1169650672,1780632818.970386,1780632820.25709,990,25,claude-sonnet-4-6
1174122161,1780632820.258595,1780632821.526695,988,25,claude-sonnet-4-6
1176322857,1780632821.5318348,1780632822.962782,2853,25,claude-sonnet-4-6
1179107768,1780632822.964351,1780632824.295295,1103,25,claude-sonnet-4-6
1180049504,1780632824.297261,1780632825.552085,1311,25,claude-sonnet-4-6
1180130058,1780632825.5538151,1780632826.956234,1485,25,claude-sonnet-4-6
1181103738,1780632826.958375,1780632828.660286,3899,25,claude-sonnet-4-6
1185488090,1780632828.6626701,1780632830.434963,4298,25,claude-sonnet-4-6
1190760812,1780632830.436828,1780632831.664879,1239,25,claude-sonnet-4-6
1190959350,1780632831.666626,1780632833.203138,2459,25,claude-sonnet-4-6
1201906086,1780632833.205099,1780632834.841604,2221,25,claude-sonnet-4-6
1206241855,1780632834.8430269,1780632836.263145,967,20,claude-sonnet-4-6
1212326115,1780632836.2649732,1780632837.5725389,2060,25,claude-sonnet-4-6
1213461044,1780632837.5779042,1780632838.975251,4269,25,claude-sonnet-4-6
1213607968,1780632838.97715,1780632840.371691,1726,25,claude-sonnet-4-6
1215298581,1780632840.37309,1780632841.6316679,1016,25,claude-sonnet-4-6
1221806426,1780632841.6374788,1780632843.359869,5796,25,claude-sonnet-4-6
1227174892,1780632843.362005,1780632844.8761442,1705,25,claude-sonnet-4-6
1236343221,1780632844.877839,1780632846.3922508,1307,25,claude-sonnet-4-6
1242792738,1780632846.39681,1780632848.0494661,2618,25,claude-sonnet-4-6
1246145167,1780632848.054073,1780632849.668573,3294,25,claude-sonnet-4-6
1246293810,1780632849.6731079,1780632851.214083,2980,25,claude-sonnet-4-6
1248033266,1780632851.215932,1780632852.7647202,1487,25,claude-sonnet-4-6
1248043592,1780632852.7663941,1780632854.088087,1586,25,claude-sonnet-4-6
1248670667,1780632854.089816,1780632855.423274,1200,25,claude-sonnet-4-6
1249619017,1780632855.425201,1780632856.856736,1708,25,claude-sonnet-4-6
1251713538,1780632856.858343,1780632858.394578,1124,25,claude-sonnet-4-6
1252756496,1780632858.39606,1780632860.0415401,1097,25,claude-sonnet-4-6
1260725718,1780632860.0431218,1780632861.4308171,1087,25,claude-sonnet-4-6
1264792351,1780632861.433093,1780632863.1885598,1533,25,claude-sonnet-4-6
1273690815,1780632863.191297,1780632864.787102,5330,25,claude-sonnet-4-6
1278268505,1780632864.7890298,1780632866.187653,1293,25,claude-sonnet-4-6
1279700430,1780632866.1900811,1780632867.8150148,2911,25,claude-sonnet-4-6
1279826564,1780632867.816654,1780632869.145845,1402,25,claude-sonnet-4-6
1289435310,1780632869.147302,1780632870.88592,1354,25,claude-sonnet-4-6
1289611953,1780632870.887881,1780632872.2588842,1392,25,claude-sonnet-4-6
1290566899,1780632872.260854,1780632873.6986601,1707,25,claude-sonnet-4-6
1291899006,1780632873.700463,1780632875.288618,1965,25,claude-sonnet-4-6
1293048520,1780632875.290604,1780632876.619987,2066,25,claude-sonnet-4-6
1294541749,1780632876.6231492,1780632878.21749,3194,25,claude-sonnet-4-6
1296220281,1780632878.219157,1780632884.446744,2221,25,claude-sonnet-4-6
1299391458,1780632884.44805,1780632885.698303,919,25,claude-sonnet-4-6
1300542090,1780632885.699829,1780632887.679132,2833,20,claude-sonnet-4-6
1300631567,1780632887.680644,1780632889.0094569,1198,25,claude-sonnet-4-6
1301011966,1780632889.011693,1780632890.547016,1768,25,claude-sonnet-4-6
1303501703,1780632890.551928,1780632892.2898839,4518,25,claude-sonnet-4-6
1305778533,1780632892.2915132,1780632894.0241861,1931,25,claude-sonnet-4-6
1306607503,1780632894.026016,1780632895.288262,1205,25,claude-sonnet-4-6
1306623830,1780632895.2901812,1780632896.79161,2923,25,claude-sonnet-4-6
1307091650,1780632896.79295,1780632898.125665,1078,25,claude-sonnet-4-6
1308973136,1780632898.127769,1780632899.681769,1895,25,claude-sonnet-4-6
1317065867,1780632899.684642,1780632901.8111339,3106,25,claude-sonnet-4-6
1320838818,1780632901.8134038,1780632903.345231,1771,25,claude-sonnet-4-6
1323249608,1780632903.3470669,1780632904.749578,1128,25,claude-sonnet-4-6
1328055416,1780632904.7516422,1780632906.049812,1346,25,claude-sonnet-4-6
1329147554,1780632906.051954,1780632907.299049,1639,25,claude-sonnet-4-6
1333178643,1780632907.3052301,1780632909.0952609,4203,25,claude-sonnet-4-6
1336452733,1780632909.100415,1780632910.337771,2815,25,claude-sonnet-4-6
1336666723,1780632910.3400881,1780632912.049335,2879,25,claude-sonnet-4-6
1342864068,1780632912.051316,1780632913.565811,2392,25,claude-sonnet-4-6
1344999650,1780632913.567708,1780632915.020823,1236,25,claude-sonnet-4-6
1345038447,1780632915.022063,1780632916.3000672,1049,25,claude-sonnet-4-6
1352488799,1780632916.301634,1780632917.7848141,1090,25,claude-sonnet-4-6
1367665070,1780632917.7865448,1780632919.068981,1113,25,claude-sonnet-4-6
1367952424,1780632919.07157,1780632921.0157099,3084,25,claude-sonnet-4-6
1410633955,1780632921.017376,1780632922.704431,8482,25,claude-sonnet-4-6
1418948680,1780632922.706594,1780632924.337444,2674,25,claude-sonnet-4-6
1428767280,1780632924.341599,1780632925.771774,3982,25,claude-sonnet-4-6
1438445851,1780632925.7732139,1780632926.992811,1076,25,claude-sonnet-4-6
1444064267,1780632926.9943528,1780632928.187149,1411,25,claude-sonnet-4-6
1444401730,1780632928.1914518,1780632930.506007,4783,25,claude-sonnet-4-6
1450071740,1780632930.525069,1780632931.970308,1349,25,claude-sonnet-4-6
1460199132,1780632931.972039,1780632933.261132,1540,25,claude-sonnet-4-6
1460609595,1780632933.262572,1780632934.961041,1250,25,claude-sonnet-4-6
1461489700,1780632934.9623418,1780632936.4736729,1154,25,claude-sonnet-4-6
1465542800,1780632936.4752698,1780632937.957278,1391,25,claude-sonnet-4-6
1518732705,1780632937.958978,1780632939.6921542,1130,25,claude-sonnet-4-6
1527548744,1780632939.69368,1780632941.009516,1247,25,claude-sonnet-4-6
1530248637,1780632941.0115578,1780632942.405709,1249,25,claude-sonnet-4-6
1615814220,1780632942.40798,1780632943.896194,2080,25,claude-sonnet-4-6
1616936787,1780632943.899508,1780632945.433616,2797,25,claude-sonnet-4-6
1636711509,1780632945.43552,1780632946.838955,2116,25,claude-sonnet-4-6
1656648971,1780632946.840495,1780632948.605522,1298,25,claude-sonnet-4-6
1659625133,1780632948.607629,1780632949.9266229,1381,25,claude-sonnet-4-6
1665591134,1780632949.928365,1780632951.28316,1782,25,claude-sonnet-4-6
1686001128,1780632951.28559,1780632953.214408,3126,25,claude-sonnet-4-6
1687989535,1780632953.2165592,1780632954.7853172,2504,25,claude-sonnet-4-6
1862070893,1780632954.788408,1780632956.152715,1468,25,claude-sonnet-4-6
1886564677,1780632956.1547809,1780632957.515719,1543,25,claude-sonnet-4-6
1943190932,1780632957.517689,1780632962.7379122,2717,25,claude-sonnet-4-6
1958701035,1780632962.739446,1780632964.195138,1167,25,claude-sonnet-4-6
1966006847,1780632964.196596,1780632965.5406048,1168,25,claude-sonnet-4-6
1970711596,1780632965.542209,1780632966.9371,1298,25,claude-sonnet-4-6
2009047745,1780632966.938603,1780632968.45995,1706,25,claude-sonnet-4-6
